plat_no,slot_number,reg_date
T872504KBC,36,2020-05-07 12:59:59
Y301082PZE,944,2020-12-20 13:30:46
W366642KRF,138,2020-07-07 22:59:25
M540155LMY,198,2020-08-07 22:08:04
Y132718CVP,121,2020-03-14 01:05:08
C557108HVW,155,2020-10-05 20:54:30
W111094CFQ,56,2020-10-14 14:25:43
O776000OFG,886,2020-02-21 05:33:25
Y555422YFL,691,2020-04-29 19:24:39
G183179IAJ,226,2020-01-02 06:40:07
N463478BGN,614,2020-12-03 09:08:52
R723789WGH,992,2020-08-08 21:35:30
Q805395PPP,857,2020-06-08 09:13:21
E420137WOO,218,2020-10-10 05:23:22
U499182EZS,150,2020-05-10 23:57:46
Z467820BOS,847,2020-11-08 22:50:00
C958788QWE,483,2020-07-23 09:39:57
L171060TPM,855,2020-03-13 22:03:19
Y699843BCJ,459,2020-05-04 21:11:30
F896448ALT,800,2020-11-03 13:46:14
I291953YJZ,312,2020-04-28 02:26:30
F970977TMA,286,2020-02-06 03:27:46
I759408HNY,508,2020-09-13 18:27:31
Q991141QXB,993,2020-05-22 05:00:55
C308612HEN,414,2020-09-23 01:15:36
P701699LCR,938,2020-01-12 11:34:24
D836714TNT,897,2020-05-03 17:40:41
B465347MKV,656,2020-04-10 09:32:43
K728600PJM,56,2020-04-14 08:07:35
D272439OXN,261,2020-09-29 06:19:46
T852865CPG,98,2020-05-24 02:01:05
A618704PKI,886,2020-02-24 22:14:41
W732992BYA,276,2020-04-23 11:46:59
V517841YOC,165,2020-03-05 14:11:37
R168705EDA,722,2020-05-04 18:23:18
K732198YSA,723,2020-12-20 05:20:40
D121371HDR,457,2020-07-08 05:36:37
Y759394MMD,788,2020-05-21 16:21:48
A345425VOM,44,2020-08-07 00:50:23
K806546QPW,573,2020-05-11 08:42:03
E496406NWA,333,2020-09-11 20:36:41
P773086UMC,591,2020-02-15 08:56:09
Q939752VBP,119,2020-10-28 05:34:33
R814711RNM,827,2020-07-24 10:12:25
Z662376YBC,943,2020-11-12 17:18:54
Q225242LYM,894,2020-01-17 02:46:17
T819417SJK,960,2020-05-03 19:35:14
M881380FFZ,335,2020-02-23 19:19:34
Q185844MUR,215,2020-05-20 18:08:27
L545431WIM,628,2020-08-22 03:27:23
J751194PDL,132,2020-04-15 01:31:14
G944561KTS,23,2020-08-01 16:42:27
F645830YOL,494,2020-11-18 00:17:08
F798968ZDU,280,2020-04-06 19:13:42
H568894PGR,870,2020-04-23 21:35:23
G301748RRH,191,2020-07-09 07:06:56
X152835PHK,174,2020-04-01 09:03:27
W170086UNA,122,2020-11-22 14:56:24
E200173EQA,298,2020-06-16 11:35:20
K376233XBQ,856,2020-06-28 16:54:25
I512123ZPU,809,2020-12-06 06:47:23
F496461QZI,995,2020-07-15 16:17:33
Q975839JNY,302,2020-02-14 09:59:46
B164526DQR,890,2020-09-12 15:46:29
V203744WWB,221,2020-06-26 18:02:30
I203764ZXU,205,2020-08-10 08:21:20
R817059CAZ,186,2020-12-05 05:54:07
H504365PDE,112,2020-08-10 09:55:17
G108363UUC,287,2020-02-06 05:45:22
P583564WVK,180,2020-09-12 17:26:21
G681822MQD,533,2020-05-12 13:52:31
E142545YNW,642,2020-03-29 22:18:04
C580555TBG,928,2020-11-29 15:30:02
F431760XPF,624,2020-10-03 07:28:20
T798989EBY,552,2020-01-14 23:20:46
R378982KTG,312,2020-04-11 02:40:58
V443651DZJ,134,2020-05-26 00:04:21
Z786888RAP,812,2020-11-24 22:49:48
G888456QHR,336,2020-12-27 22:33:34
I403081WQN,268,2020-02-03 14:35:09
S480764SGP,487,2020-02-16 01:52:44
E937622SXS,68,2020-09-26 10:11:10
I276256ZCY,740,2020-11-27 18:48:17
V874020UHC,367,2020-03-18 04:10:38
Y667948USL,636,2020-12-25 16:54:50
P951931UZU,236,2020-05-05 02:45:56
O765565TRV,971,2020-06-13 16:51:01
R935398AVV,965,2020-02-21 04:20:11
H716235TPN,271,2020-10-30 03:36:21
R674803PSN,697,2020-05-11 06:49:19
R129610XYC,374,2020-06-25 09:30:05
A914334EGL,393,2020-11-04 08:27:53
X984987GAK,387,2020-11-16 06:25:49
U228359VWU,212,2020-02-23 14:58:55
F967999HUO,218,2020-01-27 19:09:19
U142414YHG,481,2020-05-22 20:31:59
L198518INQ,134,2020-07-17 08:10:07
B314993ICN,482,2020-04-11 14:03:53
P388372CWY,483,2020-11-29 01:13:55
M933700UPN,946,2020-04-25 11:17:58
A818586RON,841,2020-01-12 14:14:19
N354623YRA,882,2020-01-13 07:08:55
R303146NTW,151,2020-12-25 13:15:11
E663580KUW,548,2020-09-04 22:32:18
G291106GEA,48,2020-09-21 03:50:46
Q455158RFW,454,2020-06-27 22:23:21
B205891LWO,960,2020-12-17 08:34:57
K363726DLK,239,2020-09-13 10:27:09
C697993FYQ,839,2020-08-30 22:15:03
T691308ROU,510,2020-07-11 11:08:32
E590947SQP,102,2020-03-04 04:23:31
C576987YQD,112,2020-02-24 02:58:17
Y412796RJU,807,2020-01-02 16:39:40
B112993QEM,961,2020-07-19 09:19:59
T243399THO,572,2020-06-10 16:51:28
W574345QYK,935,2020-07-11 06:30:14
V232728RDC,514,2020-11-12 02:43:13
U133772WQN,1,2020-06-14 05:38:24
S245815EYA,206,2020-07-14 22:45:39
K479180HUJ,531,2020-12-20 07:48:31
V291284UNA,297,2020-10-26 01:35:15
O431852IOK,142,2020-12-08 17:14:09
E436419LAA,45,2020-04-18 10:30:58
C633856VPR,80,2020-08-09 20:03:33
U715811VQN,954,2020-07-12 02:54:56
R777883SYF,155,2020-02-23 12:02:47
B864802CQZ,628,2020-08-14 10:48:41
G548745PNI,387,2020-05-21 11:15:08
A339569SHK,191,2020-12-14 00:41:39
K793925JHI,370,2020-04-02 16:00:39
X588296LPN,942,2020-03-11 15:42:04
V909742RWL,702,2020-08-31 04:34:09
H821211SHV,193,2020-03-07 03:50:31
P307380WBL,136,2020-05-28 08:53:04
G738519INN,655,2020-10-07 17:51:51
X455017MJY,185,2020-07-05 16:56:25
R837237EDJ,425,2020-02-04 12:06:27
C951832VEA,204,2020-02-28 14:28:26
O674045YQI,773,2020-04-12 21:15:44
G829262BPO,140,2020-04-28 08:47:13
C480958GVQ,610,2020-01-20 04:31:53
I639054FLO,787,2020-03-24 23:46:53
G386337TNQ,888,2020-12-11 13:02:36
J610854SJN,855,2020-08-04 13:44:49
X731645NTO,660,2020-02-11 19:34:44
W414529AGV,133,2020-03-10 14:35:15
D874466KJW,343,2020-12-16 18:31:13
H220996YQN,285,2020-08-12 08:10:03
Q628102UUB,515,2020-12-08 07:58:59
N501682JPU,425,2020-07-12 16:48:32
K872771SFL,517,2020-02-11 19:05:13
P790750LIO,611,2020-03-26 05:34:07
S624688SXP,406,2020-07-24 23:10:36
B668240JGU,394,2020-08-02 23:33:37
B920447IHD,909,2020-06-22 18:06:21
O565063QKL,314,2020-03-14 02:45:03
T527168IAC,719,2020-05-19 04:27:11
U654927HKF,719,2020-10-30 23:44:38
M334480QUV,111,2020-06-20 16:36:56
J367545KVQ,603,2020-08-13 10:45:22
W197153QXG,236,2020-04-25 16:10:04
Y214594YGQ,558,2020-06-04 18:32:32
T486951VTA,103,2020-07-14 14:42:40
I185229AYR,392,2020-03-27 13:29:54
Z835118SAN,950,2020-04-17 21:03:05
O282942CTZ,495,2020-08-22 15:39:48
B618759NIU,783,2020-08-07 04:24:12
B252944DIU,609,2020-08-30 12:53:45
Q830988UKH,146,2020-09-24 05:12:47
U309504JTR,517,2020-08-18 00:54:57
R565011UTR,844,2020-05-04 14:00:40
Y309653FDT,865,2020-06-30 22:07:06
I716339BQY,429,2020-12-09 07:45:13
A597285HUV,964,2020-04-19 05:27:08
L406773NZN,918,2020-04-24 06:07:35
P334204KKS,754,2020-07-21 19:04:39
S690742BDD,425,2020-04-07 13:19:40
J529457AOQ,500,2020-09-23 00:20:25
U863261APB,686,2020-09-29 05:04:19
T910478VIA,91,2020-03-08 09:13:38
G197074YDY,887,2020-01-31 06:26:32
B424488LBK,65,2020-11-21 20:33:33
W773892IBC,792,2020-07-11 01:22:21
R375368OJE,481,2020-12-10 01:42:46
A119079ALC,872,2020-08-30 06:38:48
Q412731EGX,202,2020-08-11 13:16:35
M643653JAG,828,2020-12-30 16:51:37
P734238ODR,68,2020-10-12 16:55:10
S914590KRD,936,2020-01-06 20:39:57
N675032PJV,812,2020-01-22 05:36:17
Z491237OLS,36,2020-07-16 09:17:42
Q729208CIN,53,2020-12-28 15:47:03
L317664NRH,403,2020-03-09 16:14:45
W705773IJK,722,2020-01-09 12:36:20
U196442UGC,265,2020-01-25 14:56:59
U946062HKY,217,2020-02-09 09:26:55
I226367BQN,767,2020-09-21 01:59:45
A583704EJO,867,2020-09-09 01:22:27
L790795XCP,655,2020-10-17 23:54:10
M389902DUQ,79,2020-03-09 19:18:39
N819906TVU,575,2020-07-23 07:50:38
A131329RZT,238,2020-08-04 01:40:19
C570705ECV,519,2020-10-29 10:18:06
V266146VBA,739,2020-04-13 12:19:28
A457452EYC,990,2020-08-27 20:20:15
T469455TQO,423,2020-01-25 15:24:31
D385302TPG,892,2020-08-14 03:29:25
G547028GVC,603,2020-02-11 01:32:12
J447822KFQ,931,2020-06-09 13:08:14
A938226VSR,96,2020-12-09 13:08:28
Q288883ZRB,488,2020-06-26 14:05:27
D330319IOU,641,2020-10-30 08:09:45
K296009XRZ,715,2020-01-02 17:59:54
G162534OKN,357,2020-11-13 23:01:15
J423810XSZ,62,2020-02-24 13:07:03
J388217DVP,448,2020-08-05 22:37:22
K488478PPL,1000,2020-04-26 17:09:53
G716581EEQ,888,2020-09-08 05:35:55
V736294YFT,656,2020-02-19 21:18:15
U601779CKX,386,2020-07-23 20:17:57
T503800ZJW,348,2020-04-21 02:53:32
C599918UJQ,534,2020-05-12 05:32:34
I553992PFY,909,2020-06-06 13:56:32
N536851OKS,503,2020-09-28 21:42:09
W442893TEE,897,2020-12-09 08:50:00
K191748CMK,983,2020-09-08 06:01:42
O866687AGR,634,2020-09-11 08:14:44
T321346YCO,534,2020-10-28 10:34:15
R376229RAF,728,2020-08-02 15:26:35
R711071AIF,724,2020-06-29 17:56:28
Y880528DNH,450,2020-05-15 18:49:26
E491252TXD,35,2020-03-13 11:32:58
C934555HMB,59,2020-06-02 11:42:50
V952179ISV,600,2020-09-20 21:31:39
N503555WBZ,202,2020-02-24 06:18:02
W421544QGT,141,2020-02-09 20:08:27
D569316XOY,434,2020-04-03 05:08:02
R203387BSQ,888,2020-01-04 15:43:57
N660526KZN,880,2020-03-26 15:38:42
M962493WJI,620,2020-06-20 03:46:47
R204815SUT,186,2020-11-17 16:30:46
B800442NMO,316,2020-10-01 01:45:58
D439251AXG,608,2020-12-19 04:25:58
Q723927ARW,634,2020-08-22 18:54:58
Z754520LBT,300,2020-11-17 12:36:58
T261290AUP,36,2020-12-16 14:54:59
F966541TWG,151,2020-06-21 10:45:08
E774877HZU,101,2020-02-27 09:20:55
S613104GCU,864,2020-07-10 07:35:40
J620326XTV,803,2020-11-24 07:06:34
T885886MBP,889,2020-09-28 07:14:42
R312182QUA,439,2020-12-22 16:34:04
Q583961BIJ,594,2020-12-31 13:30:08
H246830DWF,582,2020-03-16 10:14:44
V985010ZDW,649,2020-10-18 04:12:40
J152151QJX,773,2020-12-21 20:31:01
W811691ZGK,245,2020-12-11 22:12:03
I679970HMW,713,2020-12-13 19:57:38
A831733HCO,125,2020-02-11 10:44:38
W468394NBQ,363,2020-05-11 17:14:51
E655287PFG,874,2020-08-24 18:43:09
Q713132EJJ,991,2020-02-12 22:53:27
W251740MXE,529,2020-09-01 18:17:23
J812570BRX,976,2020-06-10 16:32:52
J807025KWY,817,2020-05-04 22:28:39
L884122ULD,367,2020-10-22 09:33:38
K357713HDB,212,2020-12-04 10:12:29
T778556JDA,52,2020-05-23 06:04:41
U454227AMS,202,2020-01-15 18:05:52
A632384AJX,542,2020-12-20 19:47:36
T323210XFO,762,2020-08-27 19:53:58
H959974JRB,841,2020-06-14 22:17:33
C388711PVR,805,2020-09-15 23:38:17
P525198WLC,970,2020-04-06 08:01:06
Z441946LSE,860,2020-01-22 19:18:20
B507040CDH,41,2020-01-27 16:10:58
T625027WGR,530,2020-11-17 07:02:30
S313337ZEB,873,2020-10-13 23:03:42
G718188JNB,369,2020-01-21 05:09:27
Y128422KBG,888,2020-02-25 23:51:52
J986844WNJ,584,2020-08-01 11:59:12
E455547HRG,861,2020-09-05 07:59:42
Y764956ONS,782,2020-01-13 01:33:54
A673498GUQ,741,2020-09-06 18:41:30
E697905KEE,859,2020-04-13 20:21:10
W161948GTV,67,2020-12-30 18:08:33
K524679SRU,699,2020-12-18 07:53:22
A922616TTP,112,2020-09-19 18:41:14
U897151KJU,573,2020-08-18 08:21:19
X313513HVC,28,2020-02-13 05:28:09
G774857GXF,127,2020-04-25 07:41:38
W551819RQO,640,2020-01-27 16:03:34
A915125MGW,715,2020-01-08 22:20:24
O102614MMO,837,2020-01-09 06:18:34
I819589ADF,140,2020-07-31 05:03:36
Y779059BKS,543,2020-08-25 13:27:02
R586604BQJ,528,2020-12-01 04:19:31
V489195ZUP,872,2020-08-23 17:18:46
P516650KQZ,109,2020-06-07 20:52:30
T195663QEX,729,2020-02-17 10:48:16
I488025WWP,415,2020-10-27 15:46:26
H997291BYW,98,2020-02-26 19:26:19
M399843ZFZ,95,2020-03-17 03:41:59
D783700OMG,380,2020-05-04 01:45:58
C181475SNN,68,2020-02-16 11:37:17
T668029LVV,819,2020-09-02 04:43:35
Z864065FRT,271,2020-07-01 13:24:57
F919172NKU,222,2020-06-06 03:51:53
P781102VML,405,2020-03-20 22:31:47
E634629GMH,194,2020-09-02 00:02:40
O544707VDC,207,2020-05-31 07:11:13
X809939NWO,971,2020-09-27 15:44:00
X912947ADI,946,2020-02-13 00:10:36
B216505SXB,245,2020-01-10 03:45:39
Z701833QEJ,571,2020-10-27 02:32:11
D110341BDP,592,2020-07-04 12:53:30
Z975118SRV,393,2020-06-20 02:25:00
L432078POX,962,2020-04-27 12:53:46
Y840019IXJ,733,2020-12-19 18:59:28
H206453EMU,913,2020-05-25 17:31:38
T672137DWJ,603,2020-12-10 07:04:48
A458890MKN,830,2020-10-22 13:52:09
W749742JIT,693,2020-05-24 19:31:52
R463388OQP,391,2020-04-08 16:21:38
A247421HSK,19,2020-03-17 05:08:53
K104207ACI,467,2020-08-18 16:57:56
K946555PNP,574,2020-05-07 05:35:15
B837706MIE,243,2020-08-28 10:53:20
B176902IDF,213,2020-11-14 10:10:46
T579271SSL,237,2020-09-04 18:45:02
O501168LMW,899,2020-07-06 20:15:10
W776729HII,506,2020-08-10 14:14:01
K952564FAT,956,2020-06-23 14:06:16
Z809694QCE,785,2020-05-10 15:16:10
A156422XVJ,400,2020-01-18 19:54:51
V834709CYE,417,2020-11-02 16:34:02
W724248BVY,605,2020-04-01 19:45:49
A970372MLR,482,2020-02-11 16:44:17
E691939VRC,936,2020-11-25 16:47:20
F861063ZHL,305,2020-05-08 07:40:27
F413889MRD,535,2020-09-16 11:24:53
V240426RHY,759,2020-03-31 17:49:54
O836426ZQR,701,2020-06-16 22:02:47
W701171ZSL,781,2020-05-23 20:29:46
Q539154OYT,742,2020-12-22 13:56:03
O261569RAY,550,2020-02-19 20:48:10
F503236ZLU,68,2020-10-29 06:47:44
C985200ESV,628,2020-02-15 10:08:12
R270022MYB,730,2020-08-12 21:11:49
C304433IXF,865,2020-07-31 06:16:03
K272113OQV,213,2020-06-17 03:10:31
T418548KRK,140,2020-10-13 04:20:32
R429522NMK,956,2020-06-11 13:59:38
X490299SML,542,2020-04-01 10:44:13
K662147BRP,345,2020-04-26 02:51:21
E595589GZK,416,2020-03-10 10:38:46
K324450UGY,162,2020-09-22 10:07:51
Q324619JRP,410,2020-02-04 06:23:00
R900763JRA,498,2020-12-24 02:55:21
J937771GLZ,281,2020-01-16 16:33:16
N389118USK,46,2020-07-07 09:04:51
M886360IIX,90,2020-10-03 06:21:35
Y726491VVT,614,2020-10-29 10:04:10
E643698RSI,220,2020-05-18 21:02:14
V786278GFX,401,2020-05-01 07:37:29
W469137QJZ,262,2020-04-18 17:20:10
W126234LXY,407,2020-02-22 20:11:18
C454437ATN,939,2020-02-01 05:58:29
W413585AFL,846,2020-08-29 16:36:00
N663672PBR,373,2020-02-18 09:08:38
X520980VRV,179,2020-10-31 20:14:38
E915005MEI,756,2020-01-06 04:40:18
O643120MUK,304,2020-10-03 06:07:35
B179076RHK,746,2020-11-09 13:14:06
J932945PYB,818,2020-10-20 09:38:15
X525353HDT,441,2020-10-27 14:05:05
R603546KVZ,155,2020-09-12 13:47:27
C525272RZS,917,2020-03-03 04:29:43
X908896KNU,143,2020-01-16 08:28:41
I816211VFA,156,2020-11-28 22:53:08
N803397PJR,767,2020-09-06 15:22:31
D698368YQE,240,2020-10-14 04:57:11
O866040NGC,74,2020-07-16 04:11:37
Q807834EQZ,885,2020-08-06 11:16:02
J702424BWX,700,2020-01-21 08:19:45
R574120QVS,62,2020-05-03 01:36:21
L228617QRZ,400,2020-06-18 14:06:03
K609968BLU,101,2020-03-11 23:35:21
P221020QFM,729,2020-07-26 20:34:48
B322459XZM,956,2020-10-04 19:59:55
M645087YHP,995,2020-04-25 19:03:46
G608815YUL,158,2020-11-12 02:21:26
Z346570HQV,340,2020-02-19 15:55:44
J894826BVL,990,2020-09-17 05:52:06
L583029ITW,435,2020-12-18 07:41:40
M501642HYF,104,2020-11-05 17:23:40
Q339848ALU,27,2020-04-15 19:15:57
H884252PAD,447,2020-02-15 07:14:50
H377948PQK,553,2020-08-09 09:16:19
V158887MTA,941,2020-10-13 03:43:36
J461051AVY,756,2020-04-17 10:42:12
Z814481TMH,257,2020-08-30 12:13:31
N716578NKO,815,2020-08-19 04:42:18
J617318MCK,527,2020-02-07 20:39:08
T394786BAH,223,2020-10-04 11:36:20
R528355FSN,298,2020-05-06 09:37:58
Y813772ZEF,461,2020-07-31 13:33:37
X465997WFM,604,2020-07-16 20:18:19
N684746XON,433,2020-06-25 05:18:04
Z664556VCH,285,2020-05-13 22:30:24
O111159LAB,53,2020-07-14 18:41:35
A898534CLD,602,2020-10-20 10:32:09
X436577LXP,709,2020-11-21 03:53:54
U773683DPY,451,2020-12-19 17:30:15
S693067LRJ,626,2020-02-14 17:18:32
T122629CDM,621,2020-07-27 23:55:46
S757183TDY,23,2020-11-17 06:55:51
H906788QOW,919,2020-07-22 17:48:12
L270357EIO,977,2020-01-14 04:34:08
J297380NTD,17,2020-05-29 03:29:48
C208409AGM,226,2020-10-29 00:22:32
E139462GVB,340,2020-12-26 15:05:12
W661277TNQ,635,2020-02-23 22:51:31
O890584KNX,435,2020-01-02 03:22:17
P351284MJH,710,2020-05-22 02:44:40
H339161NLL,159,2020-06-30 18:50:35
G542366IRU,718,2020-07-22 01:12:35
N872032NSH,38,2020-04-21 17:07:27
I632381VWG,1000,2020-04-02 18:01:23
N793545TGY,920,2020-03-25 00:56:42
H861257MRL,938,2020-07-08 22:22:26
Z746000KYG,945,2020-09-03 23:21:41
B174441JIL,251,2020-02-27 17:23:26
R745098LRT,852,2020-04-03 15:58:39
K358305CBF,642,2020-02-16 08:46:10
F972753FQW,514,2020-11-10 01:42:03
W111101NHV,59,2020-12-08 04:46:34
P429354AUY,312,2020-03-11 08:53:48
O973402AHS,398,2020-12-16 22:46:45
L830148GYN,884,2020-09-27 19:03:09
A329502ZFJ,51,2020-10-01 11:45:35
Q322227VRG,386,2020-01-16 07:59:27
F418042BYB,741,2020-11-15 22:32:59
N143307NSU,860,2020-07-02 15:21:57
T932311MZP,924,2020-05-29 19:58:31
V251509IGT,416,2020-08-23 04:25:17
G171399TGN,433,2020-07-12 10:29:16
F447234NHS,912,2020-03-17 17:23:36
K754076VSJ,46,2020-03-07 17:34:45
M348782GOX,152,2020-01-16 16:53:27
H129947LSK,275,2020-03-19 12:22:54
P629207PWR,982,2020-04-09 21:34:42
Y557428JYD,90,2020-04-05 05:51:32
O678614WKZ,36,2020-12-10 14:38:12
C355782MVN,752,2020-04-23 19:20:48
U161448IMG,687,2020-05-03 07:28:28
L323214CSE,60,2020-05-18 03:58:42
T968402BKM,407,2020-09-27 08:05:59
U975737YWM,165,2020-11-03 06:45:27
Z841537YIH,296,2020-04-12 18:04:09
D724706EYD,819,2020-12-13 22:46:51
L401716SEK,275,2020-04-30 09:35:37
Y868476KSK,619,2020-02-13 23:50:58
L136305GWG,40,2020-09-04 09:12:07
W874723FDR,184,2020-06-12 16:51:13
P696027IVE,597,2020-04-11 18:27:01
U561824WJG,605,2020-08-13 04:37:30
V682225PGP,961,2020-05-01 14:25:13
Z932214KQN,976,2020-06-09 08:14:16
Z716571QPJ,669,2020-05-24 11:25:18
Q833787CWT,899,2020-08-20 02:16:31
R442346OXY,295,2020-03-30 13:32:54
F859447SDM,921,2020-05-02 02:01:23
O128161IVM,611,2020-12-02 12:44:23
N756283GVI,4,2020-09-10 15:28:18
P117423IRV,716,2020-12-13 07:50:30
B751345HGC,203,2020-12-31 12:46:14
Q609726XRT,615,2020-11-14 17:47:23
P656861BJE,793,2020-02-15 20:34:47
W486073KQI,612,2020-12-06 11:44:04
B766960XOU,330,2020-09-20 17:46:32
E480999AMW,390,2020-04-23 05:18:43
W437608NDF,273,2020-01-21 16:22:59
B886267CJN,367,2020-02-22 05:03:44
F449051GIX,707,2020-07-02 15:48:18
D536596VSB,966,2020-06-07 23:45:25
V800660SGC,214,2020-03-16 12:29:30
E726724JSJ,211,2020-03-27 14:12:06
Q600856MFQ,651,2020-02-16 03:01:38
J972531QVB,346,2020-09-29 23:27:18
P517987FVM,868,2020-05-29 21:33:22
Q120663THK,709,2020-01-24 05:41:19
Z688883KVC,905,2020-02-23 06:34:21
F602203IHS,334,2020-07-07 14:17:17
A238665RGU,487,2020-08-31 00:32:31
O923765MUC,609,2020-01-13 23:24:30
D554953JDU,456,2020-07-03 15:34:50
M868425THZ,526,2020-11-08 13:32:00
K284743RZT,660,2020-10-25 16:05:44
M725400JCN,396,2020-09-20 21:47:20
H815761DTD,382,2020-07-17 02:39:26
N940353GAA,935,2020-12-21 05:45:19
Z113844XJB,265,2020-01-10 05:01:56
X922180KEF,614,2020-06-26 06:13:45
W350686PXV,676,2020-07-13 05:20:34
E518809UFC,415,2020-07-10 12:18:55
A520780HVT,83,2020-09-07 20:12:27
L666233RFK,286,2020-05-12 17:19:25
F450872AKN,176,2020-06-21 19:42:03
W182586JLW,91,2020-08-01 12:56:44
T293295JQT,568,2020-12-09 18:32:12
C608145QDV,749,2020-01-05 16:49:04
T326547TBM,612,2020-09-23 20:21:45
P966429ZVV,505,2020-05-08 09:56:04
J414605IKJ,686,2020-07-06 03:49:32
R432280ESY,1,2020-11-30 03:59:17
T927918SAW,827,2020-10-21 10:45:02
Q146788BNQ,22,2020-05-04 18:46:31
I857604QWI,356,2020-03-11 03:40:12
M256341QNN,253,2020-06-29 07:19:44
L999660YBJ,759,2020-04-08 02:02:38
S982505ARP,188,2020-04-05 13:49:34
C753892MSW,723,2020-01-18 02:23:34
R464230BGA,333,2020-03-05 15:52:26
G656069DGM,44,2020-07-03 11:47:32
P479277ZCB,158,2020-10-23 14:15:49
S263442OVO,604,2020-10-02 23:28:09
T927371HDE,467,2020-02-25 09:45:55
E335542OBG,950,2020-10-12 19:35:02
R957673BKY,598,2020-07-11 16:27:16
W460042VYD,713,2020-10-13 01:30:51
A240911XPO,325,2020-08-20 18:35:15
J735334PMV,723,2020-03-17 00:44:24
M456329NFQ,736,2020-07-15 16:01:17
O191171IWS,736,2020-09-23 13:20:02
U189413KUD,894,2020-05-28 12:49:47
Z217794HDV,64,2020-05-15 04:17:30
P998065SCR,691,2020-02-09 04:34:57
J771929ZDI,600,2020-04-14 06:47:53
Z394305KYO,204,2020-02-28 22:38:59
Z184764FXF,271,2020-05-06 14:22:39
K114489CAN,944,2020-06-03 09:29:29
D754420QVX,375,2020-12-09 22:39:57
X525209VNG,239,2020-12-09 08:16:13
U670678YKU,610,2020-04-12 14:17:23
U151468VYN,916,2020-02-14 09:16:55
M307341WAS,87,2020-11-01 03:58:47
A498017ONL,261,2020-04-27 13:03:46
B827133DUJ,49,2020-11-28 08:07:34
Q132155RAD,205,2020-12-31 00:20:19
A760921LVP,782,2020-07-11 05:44:00
E560900RMN,322,2020-08-15 03:15:24
O572907PWN,620,2020-10-03 08:35:09
H696549GZG,331,2020-09-12 08:17:36
B197949CLV,357,2020-10-31 07:58:12
J389340RJY,274,2020-07-15 00:41:13
Y871368AXE,673,2020-10-12 13:49:48
C193730TGO,99,2020-01-10 14:09:09
Z649679GFJ,664,2020-07-27 05:16:19
V590784FCQ,34,2020-09-26 06:45:40
Z156512AVF,549,2020-10-26 06:20:20
Y306851EUO,384,2020-11-15 12:04:36
J806745HPT,914,2020-12-08 09:16:53
J407224FXG,60,2020-08-08 22:52:09
A637752HUT,340,2020-02-08 03:09:08
C686678ZRQ,965,2020-12-27 18:20:12
J179138KCB,806,2020-06-02 18:36:07
D707752ULI,961,2020-03-11 19:45:00
R254936SIK,261,2020-03-13 16:01:00
E840034CDK,519,2020-09-04 10:10:03
Y603933IIU,201,2020-03-16 05:42:04
L423573AQL,513,2020-09-16 21:51:56
B587035IWB,149,2020-12-31 16:47:09
A984774VDZ,439,2020-05-01 16:19:55
V969121NZC,325,2020-11-16 11:12:23
N264975NAD,673,2020-04-19 18:47:33
D403260ZZH,893,2020-02-05 12:27:21
G720569UCC,507,2020-05-11 08:32:38
M603672QYJ,577,2020-01-27 20:01:37
P481769IEE,379,2020-11-07 17:34:47
D287160AJE,536,2020-03-06 23:52:35
D526715EZO,821,2020-12-13 02:40:25
N114895HPY,81,2020-12-31 17:19:43
O332723TLQ,71,2020-02-18 20:43:21
K881119VSD,395,2020-02-02 21:38:56
W729110HOB,413,2020-02-07 13:58:17
T365438WVZ,533,2020-07-08 23:27:40
P503962EGA,922,2020-02-11 04:07:46
L405855RDJ,123,2020-06-26 04:16:43
Y800467PDC,29,2020-10-24 11:27:54
V270409IBK,694,2020-04-12 09:02:09
E752607ZPX,253,2020-07-11 05:55:37
Z374821YXZ,452,2020-01-27 02:52:10
R301646MIW,759,2020-11-18 22:41:39
X619528HQP,107,2020-03-27 14:06:05
Q618852OIC,848,2020-11-22 17:27:09
F472274SOJ,255,2020-05-09 23:40:24
N616299XOZ,538,2020-09-16 23:08:11
O165465ECD,554,2020-04-17 17:11:03
N797689FQJ,499,2020-09-10 01:16:50
W891698HSQ,378,2020-02-27 13:17:32
X982447NSF,368,2020-05-29 23:17:35
W219748DOR,742,2020-04-08 14:25:48
J633723GUH,859,2020-12-01 03:19:58
E826787YZU,79,2020-01-11 20:10:35
Q857387HRY,53,2020-06-29 18:05:19
Z693339PPD,334,2020-10-03 09:43:26
D550498MXI,477,2020-10-27 11:45:17
H928132RIE,994,2020-06-09 05:17:24
T527040ABX,845,2020-10-17 05:19:50
O461950HUW,559,2020-01-27 15:18:51
R683490YBS,833,2020-04-06 10:42:51
P597312FUU,131,2020-11-02 20:44:19
M243070WEF,517,2020-02-03 18:36:44
X457629OUY,105,2020-01-20 15:59:16
Q581229LDJ,293,2020-01-27 09:12:24
G516319GHF,777,2020-09-04 14:15:24
Q701023SFJ,494,2020-06-30 09:05:40
J455076GOO,904,2020-05-28 10:13:31
S656349AXW,639,2020-06-18 09:48:35
R128480IWJ,717,2020-02-02 18:17:45
K514751XRW,130,2020-10-22 23:29:30
L230457RSZ,546,2020-05-13 09:42:58
U938936CMH,448,2020-05-23 22:44:44
R175898IAN,345,2020-02-13 23:06:51
X500539UGZ,620,2020-12-30 10:57:47
C162986RWE,87,2020-05-05 18:49:35
U898200FQU,243,2020-05-27 06:08:24
