hst_id,plat_no,slot_number,reg_date
40525,K635470IDF,402,2020-10-06 22:30:22
40526,C488734GBM,480,2020-03-23 14:38:48
40527,Q414855KFK,151,2020-12-24 02:59:37
40528,B189568SLH,476,2020-06-11 23:28:14
40529,H438542KYH,429,2020-11-04 06:03:25
40530,T227416EPD,860,2020-06-05 07:40:00
40531,W495647VLR,848,2020-05-26 08:25:56
40532,R604470ZVE,939,2020-11-01 01:39:57
40533,N452840YZS,606,2020-06-30 14:48:51
40534,F233469RYH,19,2020-05-01 07:08:50
40535,O230600CLE,73,2020-08-15 13:05:45
40536,O987177VIC,493,2020-09-01 03:51:56
40537,M357349WDH,909,2020-03-24 22:45:04
40538,M389997TXH,397,2020-09-26 23:00:20
40539,V108682WKK,510,2020-02-26 08:25:17
40540,Y777824GFJ,905,2020-07-20 18:04:14
40541,M276780DGA,282,2020-07-22 04:43:54
40542,B600884CVC,508,2020-12-03 18:56:51
40543,C779150DGA,427,2020-08-18 03:29:34
40544,M619166FVS,365,2020-05-11 01:10:58
40545,G552188XBX,230,2020-08-11 07:09:31
40546,C690649OAK,838,2020-08-05 13:28:12
40547,X762433EZX,326,2020-12-30 18:16:21
40548,U315401QJV,325,2020-06-14 06:17:30
40549,R166458EZD,370,2020-05-20 02:15:48
40550,N439791CHK,429,2020-12-17 17:39:11
40551,H521644GXR,532,2020-10-07 16:36:19
40552,K571460AFO,923,2020-01-25 08:52:06
40553,L994454UZA,282,2020-03-10 21:19:37
40554,N858429YGV,890,2020-08-16 11:44:22
40555,S515327LOG,385,2020-11-24 13:28:32
40556,K217570YJC,683,2020-08-15 05:46:24
40557,C951309GJV,938,2020-06-29 20:01:52
40558,X759527VTW,358,2020-07-28 11:16:48
40559,T325936CDY,227,2020-08-15 20:34:19
40560,B971581VNN,810,2020-01-02 01:59:37
40561,A555172QLF,9,2020-04-27 01:48:53
40562,R542267HZS,7,2020-07-20 22:22:10
40563,A404048TQJ,344,2020-07-06 10:38:53
40564,A974302XFS,821,2020-11-28 08:23:35
40565,P951401GYM,99,2020-12-13 04:39:14
40566,N722434RIH,765,2020-11-13 12:42:07
40567,A626000PWA,555,2020-05-11 20:26:30
40568,O168834GMZ,652,2020-07-24 03:47:08
40569,B352954FKA,285,2020-09-03 05:36:38
40570,B267065HRB,607,2020-09-04 03:25:45
40571,G454043KJG,612,2020-01-16 18:12:12
40572,T787039RVO,692,2020-12-29 21:26:51
40573,K524519WCV,244,2020-04-18 22:05:13
40574,X498188CTX,317,2020-08-09 05:34:45
40575,V848468LIN,583,2020-09-16 06:39:35
40576,E267239WOC,321,2020-05-04 20:16:14
40577,E106951CPK,236,2020-02-12 08:40:44
40578,X545593FZI,702,2020-09-18 16:38:24
40579,D627540FAG,99,2020-09-25 11:54:37
40580,J952862RHR,673,2020-04-07 03:13:42
40581,B619729DUO,220,2020-12-25 17:42:53
40582,C163923YJQ,792,2020-05-05 23:12:24
40583,O100674DYX,610,2020-07-18 10:58:21
40584,A702118IZK,27,2020-06-09 00:06:28
40585,U852822ZOP,747,2020-02-13 08:37:58
40586,D658468KTD,868,2020-09-16 06:20:17
40587,B430458ZDW,707,2020-02-24 18:43:18
40588,X982707DWU,562,2020-02-12 10:51:23
40589,L139545ENX,113,2020-07-11 02:41:25
40590,A328805OKY,350,2020-12-20 19:33:28
40591,C184927HBF,641,2020-01-28 12:17:05
40592,A599480QXG,729,2020-11-20 15:57:53
40593,W582510HOC,159,2020-11-14 22:44:44
40594,P337997OZU,605,2020-05-16 11:25:27
40595,Y863164EQJ,303,2020-03-18 12:52:03
40596,I746170NQJ,350,2020-11-16 02:53:38
40597,O115768MIR,202,2020-04-24 13:45:28
40598,Q802386DDF,955,2020-11-16 09:14:13
40599,Y691686TYK,306,2020-11-10 21:06:07
40600,I750356OZR,956,2020-04-28 07:05:47
40601,H538656PJK,628,2020-03-07 09:39:13
40602,A498985MJG,223,2020-02-28 01:54:32
40603,W806595CUG,127,2020-08-09 22:57:19
40604,B320088OTM,411,2020-03-13 07:04:19
40605,Z152949ZLU,670,2020-05-25 02:03:14
40606,W808648ICR,787,2020-06-19 06:27:03
40607,Y516237OMZ,684,2020-12-02 15:04:01
40608,H863640JSN,462,2020-03-09 08:35:27
40609,M988173NRO,618,2020-01-18 14:19:29
40610,G689978SVQ,377,2020-01-22 14:03:07
40611,V575188PPD,236,2020-02-11 19:07:18
40612,D818297YHT,137,2020-06-09 05:48:02
40613,B679317NNU,135,2020-06-08 19:09:16
40614,K592422IJA,289,2020-05-06 01:57:03
40615,J691073SMT,638,2020-08-18 03:36:42
40616,A802965SGP,723,2020-03-30 17:04:53
40617,Q855434GEC,116,2020-06-22 15:55:00
40618,K646048GMU,141,2020-08-18 11:40:41
40619,P943051HLU,979,2020-08-18 06:52:46
40620,U618291SHN,483,2020-12-14 22:21:54
40621,N901582EPW,588,2020-09-03 10:48:17
40622,V344842BJY,434,2020-12-08 23:19:09
40623,K322037BEX,544,2020-05-06 01:53:40
40624,O598220OME,39,2020-12-27 20:11:11
40625,D747420ZAY,372,2020-06-12 21:51:36
40626,W846211PZA,147,2020-10-15 10:53:53
40627,Z694065FID,54,2020-02-21 20:51:51
40628,T734017TBR,29,2020-06-16 17:01:33
40629,H148329BON,525,2020-12-10 03:26:42
40630,B916370PEO,607,2020-08-31 01:19:11
40631,V125566IJI,797,2020-05-20 21:22:29
40632,E340206BZB,714,2020-05-08 19:01:00
40633,T331828STF,12,2020-01-30 06:24:20
40634,Y928906FEZ,593,2020-10-02 15:05:03
40635,Z624662WNQ,491,2020-06-10 19:10:51
40636,X329803ZDQ,371,2020-12-25 23:47:10
40637,H638861KLX,717,2020-08-02 10:42:11
40638,E502418MOF,607,2020-12-20 09:02:33
40639,O251725OJT,161,2020-05-26 17:59:20
40640,A597282QZU,441,2020-02-25 04:56:01
40641,H132069MDY,562,2020-12-28 19:27:10
40642,Z912442YUB,162,2020-08-18 14:05:41
40643,A588870YTS,874,2020-07-01 13:27:21
40644,P963630WUJ,8,2020-12-22 06:23:51
40645,K949697BDH,949,2020-01-01 21:55:20
40646,W122349YSH,46,2020-10-03 08:25:57
40647,F803541OVM,778,2020-01-20 11:44:21
40648,V868212HKQ,374,2020-07-27 02:41:12
40649,V514898XQS,278,2020-11-18 22:21:05
40650,M276951OHK,240,2020-04-19 22:21:27
40651,I165788IAD,39,2020-06-13 19:36:57
40652,W453281VNY,441,2020-08-06 07:35:48
40653,X417192IZF,957,2020-09-06 13:54:27
40654,B240855BUA,768,2020-07-18 01:27:17
40655,O789154LVY,777,2020-03-10 01:30:16
40656,Z408751EBC,562,2020-01-05 17:58:14
40657,Z264652XAA,195,2020-02-09 23:12:01
40658,X209504IBZ,528,2020-06-08 14:57:15
40659,A545491UFI,547,2020-12-21 20:27:55
40660,Z484263EFZ,751,2020-09-14 22:24:18
40661,N724080LVI,305,2020-01-26 10:24:25
40662,C166443JLG,788,2020-07-25 08:21:44
40663,J981652OTU,749,2020-08-08 09:45:55
40664,A460157ZRR,460,2020-07-19 02:19:14
40665,C576758RPV,371,2020-08-08 04:28:47
40666,K706317ROX,572,2020-07-03 23:03:52
40667,G235655QTE,574,2020-02-18 15:57:20
40668,K568396ASQ,937,2020-10-29 11:32:29
40669,G750734PBC,541,2020-07-20 11:50:51
40670,X107775SWR,842,2020-03-07 02:15:40
40671,C573963LXM,115,2020-09-19 13:21:48
40672,Y350738RWL,381,2020-09-02 17:15:51
40673,C355028POH,908,2020-07-22 05:33:10
40674,F378820FCI,79,2020-12-04 17:44:32
40675,J564445GRF,395,2020-04-29 04:00:59
40676,G789264VAQ,178,2020-05-06 04:23:38
40677,S351739XZN,224,2020-04-21 23:48:27
40678,Q724587IYV,572,2020-04-17 00:25:39
40679,P843290UNL,346,2020-01-02 00:19:09
40680,D464070OCW,288,2020-09-23 13:02:51
40681,K498618KZP,630,2020-04-23 03:14:35
40682,X649783ZIG,923,2020-05-15 05:44:53
40683,K304492RHS,248,2020-09-14 23:55:42
40684,D937910XZL,701,2020-04-30 20:47:24
40685,Q486788XWG,192,2020-05-02 14:23:06
40686,L579859IMO,76,2020-03-05 07:02:19
40687,P842260TXZ,27,2020-02-06 21:33:44
40688,U333125IMG,331,2020-11-05 10:00:32
40689,O887367GOM,161,2020-08-30 03:39:41
40690,N710897LHY,425,2020-08-22 10:17:09
40691,J971180DLV,185,2020-02-03 14:02:49
40692,G440557XVJ,69,2020-04-11 18:25:13
40693,Y560535GPW,499,2020-07-29 20:50:27
40694,K187367BKX,202,2020-12-20 04:48:43
40695,X627749BIB,997,2020-06-09 13:23:39
40696,L580036XYF,588,2020-02-23 21:19:58
40697,W800626HFJ,460,2020-06-03 13:54:54
40698,E736111WNL,755,2020-02-04 10:36:16
40699,N171098ANU,898,2020-12-05 21:35:52
40700,B285111AHA,726,2020-07-22 00:04:19
40701,M540257POZ,554,2020-04-01 05:20:40
40702,I635789OOW,224,2020-02-24 22:30:48
40703,L177249JCF,110,2020-03-30 14:07:03
40704,W553842QBY,106,2020-06-18 01:23:17
40705,U262438VQT,989,2020-02-12 22:15:54
40706,R300230GKB,489,2020-08-14 18:22:02
40707,L731068MWX,117,2020-07-22 00:54:40
40708,K301759FLB,951,2020-05-06 09:39:57
40709,T546329VZU,899,2020-06-15 09:20:58
40710,A429328MLG,192,2020-07-06 12:11:06
40711,L253703GUD,867,2020-04-28 13:19:27
40712,E962536ANB,187,2020-01-01 13:47:54
40713,I165006VSZ,695,2020-03-01 19:44:22
40714,U923759YKR,749,2020-03-08 18:08:47
40715,W146683PZK,158,2020-08-29 13:11:04
40716,N554975KSJ,404,2020-04-09 19:30:06
40717,X611886ALF,873,2020-05-17 15:20:56
40718,V960921JOM,402,2020-05-05 10:42:46
40719,Z981574ZXP,187,2020-09-04 17:22:35
40720,C166098ODQ,13,2020-08-30 04:21:03
40721,K532350GBP,666,2020-12-10 11:11:28
40722,E929971ZWU,870,2020-10-12 12:33:13
40723,Q588892VER,713,2020-09-29 10:49:28
40724,U309112HSZ,510,2020-09-12 11:28:51
40725,F205929WQZ,534,2020-12-31 17:49:12
40726,R582932JSI,705,2020-04-16 12:57:29
40727,Q697437XGO,336,2020-12-14 06:11:21
40728,C869153NIB,656,2020-04-03 15:31:26
40729,F469414DHQ,429,2020-03-09 01:02:33
40730,B548922ZUZ,139,2020-04-23 05:44:41
40731,O824985PFG,140,2020-11-20 08:22:02
40732,H826950AQU,241,2020-07-17 14:20:50
40733,L740273HHP,603,2020-11-02 19:59:38
40734,C323324DOR,89,2020-12-14 14:59:28
40735,M259148LFA,20,2020-11-24 06:24:19
40736,O988670LRJ,301,2020-12-11 23:54:49
40737,B668620REY,412,2020-12-24 16:55:21
40738,N591225EGL,469,2020-06-10 11:33:56
40739,E354053RPF,37,2020-12-14 09:26:13
40740,F861833QFB,660,2020-02-22 09:35:10
40741,J577454QUB,97,2020-08-04 08:19:21
40742,G869136CMG,927,2020-02-24 10:38:11
40743,H360817HMG,250,2020-03-02 10:05:49
40744,T985231LTD,38,2020-02-19 10:25:15
40745,Q841871STH,678,2020-06-09 01:14:00
40746,Y207011GVS,396,2020-11-09 08:03:00
40747,E620364XWW,340,2020-04-11 21:14:28
40748,M252480UMI,738,2020-11-03 21:09:15
40749,K691490COI,980,2020-07-18 09:32:22
40750,F516739AAJ,279,2020-09-14 20:21:01
40751,O568591LFW,922,2020-07-19 05:33:50
40752,A154035HIG,912,2020-09-23 03:50:18
40753,I593952FZU,37,2020-01-23 19:46:17
40754,B358672YCI,188,2020-09-27 12:58:01
40755,W217521YKE,680,2020-05-04 08:21:30
40756,D504869MKA,971,2020-09-04 06:43:25
40757,E721087YRL,342,2020-02-17 20:40:35
40758,R651664IAJ,487,2020-08-05 16:47:30
40759,F263841OHX,208,2020-11-23 15:22:19
40760,D844800RPD,702,2020-09-28 23:05:59
40761,R343463PPZ,306,2020-11-28 11:20:53
40762,P496242DLC,298,2020-11-20 16:14:05
40763,P345933YDN,90,2020-08-22 04:51:13
40764,B221150QVJ,282,2020-07-03 18:20:36
40765,Z958113ALR,164,2020-03-24 05:46:15
40766,K268796ZKI,7,2020-08-17 08:39:55
40767,W235430RKI,955,2020-05-05 23:01:55
40768,A666111CTX,767,2020-11-14 08:58:35
40769,Z332456ZXM,790,2020-08-08 23:17:16
40770,A651191MRG,973,2020-08-15 06:36:23
40771,P968604MKY,500,2020-09-21 11:37:47
40772,V777597NCB,863,2020-11-02 20:04:42
40773,A443544FPB,454,2020-08-22 07:05:11
40774,O246955HRG,811,2020-03-17 20:30:34
40775,S828546KQY,345,2020-06-07 09:34:02
40776,H582750HKT,822,2020-10-09 11:47:49
40777,F984394HHZ,723,2020-05-22 22:13:06
40778,W465772VAZ,358,2020-07-29 17:49:36
40779,P741494BNN,817,2020-10-06 20:57:38
40780,F852001VLU,153,2020-12-15 10:35:45
40781,U323000IGA,196,2020-03-04 05:45:42
40782,R643850TAV,788,2020-04-05 03:58:28
40783,C413024PIG,767,2020-05-04 13:43:24
40784,Q718136CXR,634,2020-03-20 16:20:41
40785,V534096LSV,132,2020-03-26 00:33:04
40786,T321819IRX,563,2020-03-27 17:10:50
40787,P245682MGP,692,2020-10-17 13:23:52
40788,Q535999OGI,33,2020-12-17 18:44:39
40789,C441200IZO,679,2020-02-08 08:57:25
40790,U693503OJB,810,2020-02-11 20:02:46
40791,W476904WAM,909,2020-12-05 12:15:36
40792,I242184JCK,546,2020-02-09 07:02:39
40793,B103086KFS,846,2020-11-20 16:38:19
40794,A971905FCF,871,2020-05-17 18:26:00
40795,K304556YNX,497,2020-01-09 08:30:39
40796,O851688RXR,918,2020-10-01 12:20:27
40797,O822635CNT,497,2020-02-09 11:27:58
40798,N992041YCH,953,2020-12-29 10:26:00
40799,Q309706ROY,14,2020-01-18 12:47:20
40800,U161141PZX,423,2020-12-26 16:21:41
40801,X697343VSX,897,2020-02-15 20:22:41
40802,E217773JMF,221,2020-04-07 13:48:36
40803,H540366OZR,251,2020-06-12 08:57:56
40804,T688655BWE,360,2020-03-20 08:23:37
40805,X607642JJC,435,2020-11-12 08:51:24
40806,E892301IBS,801,2020-03-10 21:58:05
40807,W945494TDF,756,2020-11-13 00:48:31
40808,X101715FBF,576,2020-01-26 12:13:11
40809,C394826CFO,789,2020-06-21 21:59:07
40810,A972190NOY,500,2020-07-07 17:47:47
40811,U900253XBP,411,2020-01-08 12:18:44
40812,F482697JRL,169,2020-12-03 00:13:40
40813,W748517FLW,448,2020-11-27 20:55:09
40814,G351357LJU,249,2020-08-26 19:42:02
40815,V254007IGO,472,2020-11-27 15:01:33
40816,M911546DZL,572,2020-12-30 08:08:17
40817,O254291EZV,767,2020-11-13 00:30:56
40818,T716913EWE,897,2020-01-22 07:01:08
40819,C798688EDM,187,2020-01-18 21:22:26
40820,H849698MEN,112,2020-04-29 08:14:45
40821,L284018JSJ,204,2020-03-24 09:37:14
40822,O487439ICL,473,2020-10-18 02:09:30
40823,N363289YID,936,2020-01-07 23:34:13
40824,J373387ORJ,833,2020-04-28 10:46:31
40825,I633804NAW,773,2020-12-25 21:33:25
40826,Y687855KVB,894,2020-09-19 07:42:43
40827,K719396GXS,824,2020-08-29 17:05:01
40828,B151893EZV,582,2020-08-22 17:45:46
40829,L108751DZK,347,2020-05-13 14:21:50
40830,G691582DGI,836,2020-05-24 16:49:36
40831,F372881QUS,13,2020-07-01 10:03:16
40832,N858292GFA,108,2020-12-08 05:44:34
40833,N374181VAB,568,2020-05-05 04:07:56
40834,P845396OAA,562,2020-02-27 20:29:04
40835,T231927SDZ,103,2020-01-20 13:26:33
40836,S620903THV,877,2020-12-01 17:13:05
40837,D214184ABX,528,2020-07-01 03:26:35
40838,M747304IPT,44,2020-08-02 02:59:46
40839,C558477ERH,563,2020-12-13 12:04:49
40840,A189760BSW,264,2020-05-17 07:00:08
40841,G590207PVF,815,2020-02-18 07:16:51
40842,P711768FKO,578,2020-03-04 03:22:38
40843,I408781EER,179,2020-03-10 01:04:27
40844,P528823WAR,789,2020-09-25 05:15:36
40845,G439315HVB,199,2020-07-19 18:10:11
40846,S497441MYG,281,2020-04-20 21:51:43
40847,D954914HDO,602,2020-04-09 01:27:12
40848,X759785OAB,751,2020-02-13 12:01:29
40849,F987047EJS,729,2020-10-15 19:17:41
40850,W116590GWB,748,2020-05-22 21:21:17
40851,J250826LZU,82,2020-12-11 08:27:31
40852,I520415WYP,465,2020-07-25 02:00:22
40853,T286046USL,603,2020-11-11 13:18:16
40854,D809478KSM,432,2020-07-12 13:08:40
40855,R215003FBU,701,2020-12-28 21:25:40
40856,S425826GMB,58,2020-06-01 04:57:02
40857,J220546EZI,160,2020-10-17 21:40:06
40858,F607125CLO,975,2020-12-23 09:45:29
40859,M894154PRP,325,2020-12-02 22:18:59
40860,Z491509MTO,501,2020-01-14 21:21:47
40861,H788780ULC,931,2020-09-28 12:40:12
40862,D115514IUM,596,2020-08-21 17:09:15
40863,H594017TGG,801,2020-12-12 23:42:49
40864,H211432BRL,144,2020-09-07 11:21:46
40865,G556394ZQL,904,2020-12-10 15:31:15
40866,N229409BUX,372,2020-08-18 00:21:19
40867,R159464KVY,629,2020-05-22 12:43:23
40868,E643337CHK,213,2020-04-17 05:01:18
40869,Q309239TDK,74,2020-10-22 12:39:28
40870,X769048YVS,724,2020-07-13 12:47:07
40871,V139795TSO,553,2020-05-26 12:20:54
40872,O186090PXA,442,2020-08-13 22:25:23
40873,I845983ZUT,218,2020-05-30 04:31:39
40874,V818464GEK,73,2020-10-03 09:32:30
40875,V485614OSU,510,2020-08-07 21:22:06
40876,H305518ZXF,927,2020-03-14 18:42:23
40877,K988249WAV,172,2020-06-16 13:38:43
40878,R770001LXT,769,2020-04-18 02:44:21
40879,B753856XHG,43,2020-04-01 14:47:12
40880,K400962GVJ,704,2020-03-10 15:20:30
40881,N506305ESA,723,2020-04-16 17:31:46
40882,N114830QQZ,10,2020-08-30 09:14:30
40883,N593796LAU,317,2020-05-21 11:29:28
40884,N798337GCE,798,2020-11-14 02:58:10
40885,O190826WPL,261,2020-04-09 06:06:10
40886,Q199821UCU,387,2020-01-15 21:09:35
40887,P135936SCP,770,2020-06-29 03:43:41
40888,X861894RNP,882,2020-08-16 08:16:44
40889,B858546LYL,576,2020-02-09 01:57:31
40890,A179186NOX,994,2020-04-12 21:29:53
40891,Y412080SHT,379,2020-11-06 04:30:52
40892,Z448679PJF,853,2020-10-18 22:02:52
40893,W786294AJY,592,2020-07-11 01:57:48
40894,Q600988TRR,861,2020-07-04 20:18:14
40895,F669755FEJ,161,2020-09-24 12:31:09
40896,G564994BEF,76,2020-05-29 20:30:03
40897,S513550IVF,526,2020-01-15 11:54:16
40898,O616720PCB,662,2020-03-26 01:08:14
40899,X243485PFF,20,2020-05-02 19:24:52
40900,L120305EQI,193,2020-06-13 00:16:13
40901,O825021CGK,127,2020-09-02 08:03:20
40902,A234236JQG,410,2020-06-06 16:40:46
40903,M740931ZTE,597,2020-06-01 11:12:15
40904,X898795IPD,673,2020-06-20 15:37:50
40905,G645909IUS,839,2020-06-22 01:11:40
40906,Y358893PAV,54,2020-06-17 15:10:18
40907,M548710WWK,573,2020-09-19 08:53:08
40908,R979835GDZ,661,2020-08-12 17:35:45
40909,D155463GMX,421,2020-11-01 11:44:14
40910,P809253SQM,949,2020-12-26 14:52:51
40911,I505792LNP,809,2020-08-12 19:02:35
40912,W374406GFY,29,2020-03-15 17:58:48
40913,U161995YJD,91,2020-09-14 20:30:55
40914,C880447QBY,918,2020-08-02 07:56:59
40915,S727408XGX,927,2020-02-22 09:52:27
40916,O337022ZXS,319,2020-09-11 12:06:29
40917,Q488315RRL,478,2020-12-04 19:52:57
40918,V385208GKR,588,2020-07-24 08:56:34
40919,I600793FSZ,395,2020-02-12 09:45:56
40920,K798171ESX,489,2020-11-28 05:55:40
40921,Z295984AMH,153,2020-02-29 10:28:37
40922,V328697PUW,883,2020-09-22 01:10:21
40923,H632583DDB,508,2020-10-27 06:09:03
40924,R910153KOZ,755,2020-06-10 07:25:34
40925,P424150GZC,720,2020-10-03 11:57:26
40926,Y552584YUJ,610,2020-02-28 10:56:57
40927,U491511AAM,148,2021-01-01 02:55:18
40928,A232240IOM,148,2020-03-04 03:27:12
40929,B391633HTM,932,2020-04-18 14:02:06
40930,M818739IHA,310,2020-04-20 04:35:36
40931,U804990NQD,432,2020-10-26 04:26:55
40932,Y882746TUV,4,2020-03-20 16:45:01
40933,F980033RAH,525,2020-02-05 13:14:03
40934,D980227YIX,809,2020-03-01 07:12:25
40935,X405036TJQ,879,2020-06-29 00:59:48
40936,S449176PVC,445,2020-06-01 10:14:34
40937,R738925OGQ,814,2020-12-22 15:12:59
40938,B840262OQC,753,2020-12-15 08:28:04
40939,Q613628XJQ,344,2020-03-27 14:33:28
40940,M295306XRZ,413,2020-04-23 09:01:35
40941,G266379MNW,703,2020-01-10 11:34:56
40942,Z354360MOL,870,2020-10-26 14:27:41
40943,L541409JRM,803,2020-04-22 12:45:56
40944,J109072VOC,964,2020-12-03 10:01:45
40945,D217021LRJ,675,2020-04-27 06:23:10
40946,J689769APZ,278,2020-06-18 15:41:47
40947,Z790705ICC,593,2020-01-17 23:34:03
40948,I560043NEH,412,2020-03-01 17:35:51
40949,L154740MSD,526,2020-10-31 21:24:26
40950,M171686LYL,924,2020-08-30 13:38:43
40951,A759076CSS,187,2020-01-23 20:00:05
40952,K745710NQD,55,2020-01-02 01:43:51
40953,G902471RKN,557,2020-10-08 11:51:46
40954,J729763XFR,362,2020-04-11 07:49:40
40955,Z584851JMJ,322,2020-12-15 17:22:22
40956,W532663FGF,876,2020-02-28 14:46:57
40957,B926251ZBA,995,2020-08-30 04:44:32
40958,P442658TZI,174,2020-04-08 17:36:02
40959,D531708QQW,501,2020-03-05 22:08:05
40960,J331788ZOC,325,2020-09-02 12:21:19
40961,X159859ERY,630,2020-05-04 19:11:54
40962,G694480ADL,94,2020-09-22 16:40:39
40963,D593684FHP,916,2020-11-11 22:13:16
40964,M243406YJL,64,2020-01-23 00:13:44
40965,J279972BEB,877,2020-02-04 09:28:27
40966,U271813LSG,620,2020-08-07 06:36:11
40967,Z344050HCM,742,2020-09-23 23:00:58
40968,U284295QBQ,655,2020-03-15 18:16:00
40969,E117332GYD,496,2020-03-22 17:48:42
40970,O565313BID,494,2020-01-21 15:25:42
40971,G540131EMY,832,2020-04-07 19:58:59
40972,U994716KYO,157,2020-08-08 22:41:26
40973,O894199TYZ,839,2020-03-31 16:04:01
40974,N394837QNA,976,2020-04-19 10:53:44
40975,Z296395NHM,42,2020-10-15 16:10:35
40976,O342552EZR,594,2020-07-03 20:03:14
40977,V990740EYA,354,2020-03-24 23:53:24
40978,B674600KOI,196,2020-03-21 00:09:04
40979,W998168BLX,962,2020-05-13 00:17:23
40980,K406364VPK,577,2020-12-05 05:31:36
40981,F769487BFB,40,2020-07-28 05:25:05
40982,D629022KZW,486,2020-06-22 06:46:08
40983,U792200EDF,4,2020-07-27 02:29:15
40984,W140089PLP,680,2020-03-15 13:32:55
40985,H307369PLS,10,2020-06-04 10:45:18
40986,I957823IRG,894,2020-03-04 11:37:31
40987,Q455091CDL,586,2020-09-18 11:06:46
40988,F457885WJC,437,2020-02-02 11:47:31
40989,A435251KIO,999,2020-06-16 23:10:52
40990,F416190AIN,212,2020-10-07 17:22:29
40991,B306648PWD,144,2020-10-14 17:13:35
40992,R956454RFW,900,2020-06-24 02:32:25
40993,H902033XQH,195,2020-02-05 21:17:01
40994,E893095LUT,81,2020-02-03 02:09:45
40995,T188228JQF,779,2020-01-14 17:44:48
40996,L341268YOB,151,2020-02-06 14:12:37
40997,E418270LCN,627,2020-12-12 19:33:11
40998,D300816OXT,33,2020-03-17 23:56:00
40999,B892098YWH,975,2020-01-11 04:57:39
41000,Y705126OCH,199,2020-02-15 13:09:52
41001,F285170UAF,686,2020-11-10 04:17:14
41002,L735497BZI,416,2020-04-24 12:39:16
41003,S211103IMN,550,2020-12-25 19:48:53
41004,Q858416CRR,913,2020-09-21 08:21:04
41005,T768822MYJ,24,2020-02-16 05:19:34
41006,S597120LBN,661,2020-10-15 11:57:18
41007,E627117OXS,58,2020-11-01 13:41:17
41008,U351385EZK,622,2020-09-11 20:36:35
41009,M115541ELL,18,2020-02-08 05:41:21
41010,N458572DHA,269,2020-11-11 18:52:10
41011,N950254DVV,263,2020-03-20 04:03:52
41012,Q906288ZGY,217,2020-02-25 11:56:54
41013,R533066IMC,687,2020-11-02 04:44:55
41014,J178828VET,922,2020-05-17 03:11:59
41015,W806882PPN,453,2020-01-23 00:14:46
41016,L170582MLG,890,2020-07-26 06:30:34
41017,P769273UWW,172,2020-05-24 17:57:12
41018,I515438QLQ,682,2020-09-18 10:09:24
41019,S747858GXD,752,2020-08-18 21:28:53
41020,Z860112VPM,17,2020-08-29 08:04:31
41021,Q736211RIR,803,2020-07-07 15:31:41
41022,C899086LDA,193,2020-01-25 07:16:03
41023,Y699685GTH,621,2020-05-09 03:00:07
41024,P635301EZC,531,2020-08-15 11:11:50
41025,A586903YCW,877,2020-05-01 12:23:28
41026,E253097IYS,572,2020-09-21 11:07:06
41027,H732226EFJ,745,2020-01-21 14:43:57
41028,J528491DWA,152,2020-07-15 10:01:29
41029,Y660168TOG,799,2020-06-20 06:25:45
41030,V309893ZDU,407,2020-07-04 16:18:47
41031,R780508LUZ,555,2020-07-27 10:49:18
41032,E657609UQR,500,2020-09-13 03:26:20
41033,V919197GHC,561,2020-02-10 09:01:38
41034,Q237355SYI,17,2020-12-04 15:32:02
41035,J301139PRG,878,2020-09-19 00:16:17
41036,F214923LML,805,2020-02-15 10:58:34
41037,A959176XYK,269,2020-06-11 16:44:59
41038,W605470WYW,358,2020-05-13 03:01:20
41039,Q173979RLQ,140,2020-09-10 19:33:27
41040,Y344818XBG,165,2020-12-27 21:39:59
41041,Q535530IKS,873,2020-06-16 19:45:58
41042,J690668CCI,429,2020-08-16 16:55:23
41043,G264760QSO,649,2020-04-17 12:51:35
41044,E709131ISP,531,2020-03-01 22:49:54
41045,U737872RJW,475,2020-09-13 12:12:24
41046,R517533BTA,578,2020-07-23 13:14:08
41047,E431809IYV,278,2020-02-08 11:20:20
41048,J530604MSX,684,2020-09-03 05:11:47
41049,Q596736BBQ,138,2020-09-25 11:28:44
41050,P494166WFN,304,2020-05-06 14:21:57
41051,I771216AGE,268,2020-10-05 06:46:33
41052,L102459CJA,285,2020-07-17 00:32:54
41053,G687052IZE,897,2020-07-07 02:22:23
41054,I926560JGU,239,2020-07-26 08:54:56
41055,V574862GLQ,771,2020-05-26 22:33:36
41056,X450272WSL,679,2020-08-03 13:42:50
41057,K647666AOP,957,2020-03-31 11:01:37
41058,N310655GYR,671,2020-12-29 21:36:09
41059,Z180065ZQO,374,2020-09-20 05:24:22
41060,Z915335KCJ,792,2020-08-30 19:36:25
41061,O672413PZC,283,2020-08-31 06:16:41
41062,G122554YRL,186,2020-07-06 08:29:58
41063,G433306DQT,346,2020-10-22 18:51:15
41064,H988521BOR,361,2020-06-29 21:42:21
41065,R874775UVX,989,2020-08-07 22:13:50
41066,B603899QWG,889,2020-09-22 06:37:36
41067,O574686TJV,990,2020-10-28 21:53:49
41068,C726310DCN,982,2020-07-09 23:33:41
41069,H197774NSY,390,2020-05-23 05:17:01
41070,L475797BAE,623,2020-07-20 01:38:31
41071,C126914ZUY,531,2020-10-28 21:49:08
41072,X727404NIB,338,2020-03-04 09:02:03
41073,E666509SII,450,2020-02-02 03:53:47
41074,I375688SHJ,361,2020-02-12 03:51:32
41075,H218457GWD,365,2020-08-04 00:11:32
41076,U914440ENG,273,2020-05-26 23:21:20
41077,G773608YED,753,2020-03-08 17:00:10
41078,Z379525YJS,531,2020-06-13 18:48:56
